Title,Origin/Ethnicity,Director,Cast,Genre,Keywords,Year Binned
Battlefield Baseball,Japanese,Yūdai Yamaguchi,unknown_cast,comedy,"['team', 'baseball', 'eyes', 'coach', 'resurrected', 'afterlife', 'explaining', 'pitch', 'field', 'gunman', 'laments', 'defeat', 'loss', 'played', 'students']",2000s
Bright Future,Japanese,Kiyoshi Kurosawa,unknown_cast,unknown,"['nimura', 'youths', 'office', 'gang', 'helps', 'stark', 'electronics', 'poisonous', 'salvage', 'dreamed', 'swarm', 'cannon', 'hurting', 'rendering', 'row']",2000s
Café Lumière,Japanese,Hou Hsiao-hsien,"Yo Hitoto, Tadanobu Asano",drama,"['japanese', 'yo', 'wen', 'jiang', 'ye', 'featured', 'appearances', 'research', 'revolves', 'played', 'doing', 'late', 'woman', 'work', 'daughter']",2000s
Detective Conan: Crossroad in the Ancient Capital,Japanese,unknown_director,unknown_cast,unknown,"['conan', 'shinichi', 'culprit', 'ran', 'killer', 'transformation', 'woods', 'kogoro', 'girl', 'pill', 'swallows', 'sticks', 'soccer', 'manages', 'save']",2000s
Doppelganger,Japanese,Kiyoshi Kurosawa,"Koji Yakusho, Hiromi Nagasaku",thriller,"['timid', 'robotic', 'realises', 'wonders', 'chair', 'soon', 'company', 'things', 'smoothly', 'agenda', 'madness', 'doesn', 'acquires', 'doorstep', 'getting']",2000s
Dragon Head,Japanese,Jôji Iida,"Satoshi Tsumabuki, Sayaka Kanda",disaster film,"['teru', 'ako', 'nimura', 'helicopter', 'tokyo', 'town', 'tunnel', 'fear', 'survivors', 'group', 'cloud', 'fuel', 'fly', 'supplies', 'completely']",2000s
The Glamorous Life of Sachiko Hanai,Japanese,Mitsuru Meike,Emi Kuroda,pink,"['sachiko', 'tutor', 'korean', 'north', 'professor', 'bush', 'finger', 'rights', 'pictures', 'powers', 'knowledge', 'original', 'middle', 'soap', 'transaction']",2000s
Godzilla: Tokyo S.O.S.,Japanese,unknown_director,unknown_cast,unknown,"['godzilla', 'japanese', 'bones', 'repairs', 'repair', 'japan', 'twin', 'ocean', 'version', 'mecha', 'just', 'fairies', 'silk', 'formation', 'cyborg']",2000s
Gozu,Japanese,Takashi Miike,unknown_cast,horror,"['yakuza', 'greek', 'storyline', 'bizarre', 'involving', 'scenes', 'search', 'town', 'small', 'brother', '17', '16', '150', '15', '14']",2000s
Inuyasha the Movie: Swords of an Honorable Ruler,Japanese,unknown_director,unknown_cast,unknown,"['sword', 'saya', 'heroes', 'father', 'arm', 'swords', 'resurrect', 'examines', 'undead', 'uses', 'suitor', 'bone', 'technique', 'repaired', 'newborn']",2000s
Ju-on: The Grudge,Japanese,Takashi Shimizu,Megumi Okina,horror,"['kayako', 'takeo', 'curse', 'ghost', 'consumed', 'friends', 'house', 'attic', 'ghosts', 'tokyo', 'murdering', 'murders', 'dead', 'witnesses', 'mariko']",2000s
Ju-on: The Grudge 2,Japanese,Takashi Shimizu,Noriko Sakai,horror,"['kyoko', 'kayako', 'megumi', 'delivery', 'house', 'encounters', 'ju', 'paranormal', 'disappearing', 'filming', 'pushed', 'ghosts', 'diary', 'curse', 'pregnancy']",2000s
One Piece the Movie: Dead End Adventure,Japanese,unknown_director,"Mayumi Tanaka, Kazuya Nakai, Akemi Okamura, Kappei Yamaguchi, Hiroaki Hirata, Ikue Ōtani, Yuriko Yamaguchi",unknown,"['luffy', 'hats', 'straw', 'race', 'eternal', 'pirate', 'bounty', 'island', 'ships', 'ship', 'crews', 'fleet', 'pose', 'navy', 'chamber']",2000s
Owl,Japanese,Kaneto Shindo,unknown_cast,unknown,"['yen', 'policeman', 'construction', 'women', 'drink', 'dam', 'village', 'seduce', 'daughter', 'site', 'hides', 'worker', 'men', '000', 'special']",2000s
Poketto Monsutā Adobansu Jenerēshon The Wishing Star of Seven Nights Jirāchi,Japanese,unknown_director,unknown_cast,unknown,"['butler', 'pokémon', 'max', 'ash', 'festival', 'energy', 'diane', 'pikachu', 'base', 'rocket', 'team', 'brock', 'friends', 'rock', 'panel']",2000s
Tokyo Godfathers,Japanese,Satoshi Kon,unknown_cast,comedy drama anime,"['sachiko', 'miyuki', 'gin', 'baby', 'hospital', 'man', 'trio', 'club', 'husband', 'bag', 'building', 'hit', 'jump', 'old', 'christmas']",2000s
Ultraman Cosmos vs. Ultraman Justice: The Final Battle,Japanese,unknown_director,"Kaori Sakagami, Hidekazu Ichinose",unknown,"['justice', 'ultraman', 'earth', 'legend', 'aliens', 'organisation', 'bishop', 'monsters', 'julie', 'robot', 'eyes', 'far', 'species', 'stop', 'combined']",2000s
Appleseed,Japanese,"Aramaki, ShinjiShinji Aramaki",unknown_cast,unknown,"['elders', 'tank', 'athena', 'data', 'hades', 'humanity', 'army', 'created', 'password', 'factions', 'carl', 'generation', 'council', 'virus', 'regular']",2000s
Abaranger vs. Hurricanger,Japanese,unknown_director,unknown_cast,unknown,"['earth', 'dino', 'dragon', '000', 'asuka', 'beasts', 'meteor', 'dimension', 'spaceship', 'destined', 'species', 'portal', 'referred', 'possess', 'scientists']",2000s
Be With You,Japanese,"Doi, NobuhiroNobuhiro Doi","Yūko Takeuchi, Shido Nakamura",drama,"['takumi', 'rainy', 'compromised', 'season', 'health', 'book', 'death', 'capsule', 'spells', 'eagerly', 'pages', 'awaits', 'reappears', 'recounts', 'fend']",2000s
Beyblade: The Movie - Fierce Battle,Japanese,unknown_director,unknown_cast,unknown,"['beasts', 'tyson', 'bit', 'ruins', 'blade', 'dark', 'ancient', 'battle', 'professor', 'scar', 'stadium', 'mysterious', 'sealed', 'hall', 'light']",2000s
Casshern,Japanese,"Kiriya, KazuakiKazuaki Kiriya","Yusuke Iseya, Kumiko Aso, Toshiaki Karasawa",science fiction,"['neo', 'luna', 'zone', 'cells', 'dr', 'federation', 'seven', 'bolt', 'military', 'slaughtered', 'lightning', 'general', 'lab', 'residence', 'human']",2000s
Crayon Shin-chan: The Storm Called: The Kasukabe Boys of the Evening Sun,Japanese,"Mizushima, TsutomuTsutomu Mizushima",unknown_cast,unknown,"['shin', 'displayed', 'movie', 'chan', 'western', 'disappear', 'sort', 'mysteriously', 'theater', 'friends', 'kids', 'searching', 'location', 'abandoned', 'looking']",2000s
Dark Tales of Japan,Japanese,"Ochiai, MasayukiMasayuki Ochiai, Norio Tsuruta, Takashi Shimizu, Yoshiro Nakamura, Koji Shiraishi",unknown_cast,horror,"['directed', 'bus', 'tale', 'plot', 'hear', 'lady', 'elevator', 'suzuki', 'shares', 'ka', 'blonde', 'driver', 'terror', 'passenger', 'apartment']",2000s
Dead Leaves,Japanese,"Imaishi, HiroyukiHiroyuki Imaishi",unknown_cast,unknown,"['facility', 'prison', 'warden', 'fairy', 'inmate', 'tale', 'earth', 'crazed', 'downtown', 'pod', 'penis', 'mutant', 'demonstrate', 'drill', 'consuming']",2000s
Detective Conan: Magician of the Silver Sky,Japanese,"Yamamoto, TaiichiroTaiichiro Yamamoto",unknown_cast,unknown,"['plane', 'conan', 'kid', 'ran', 'shinichi', 'julie', 'kogoro', 'land', 'assist', 'landing', 'lights', 'safely', 'lands', 'went', 'moment']",2000s
Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,Japanese,"Shibayama, TsutomuTsutomu Shibayama",unknown_cast,unknown,"['nobita', 'ichi', 'doraemon', 'machine', 'dog', 'ray', 'time', 'stray', 'thieves', 'government', 'cat', 'cats', 'society', 'bow', 'evacuate']",2000s
Ghost in the Shell 2: Innocence,Japanese,"Oshii, MamoruMamoru Oshii",unknown_cast,science fiction,"['yakuza', 'kim', 'section', 'ship', 'major', 'ghost', 'shell', 'store', 'security', 'brain', 'boss', 'dolls', 'remotely', 'robots', 'occupants']",2000s
Godzilla: Final Wars,Japanese,"Kitamura, RyuheiRyuhei Kitamura","Masahiro Matsuoka, Rei Kikukawa, Kazuki Kitamura",science fiction,"['godzilla', 'monsters', 'monster', 'battle', 'earth', 'gordon', 'miyuki', 'tokyo', 'mutants', 'cyborg', 'destroys', 'ship', 'destroy', 'aliens', 'control']",2000s
Hana and Alice,Japanese,"Iwai, ShunjiShunji Iwai","Anne Suzuki, Yū Aoi, Tomohiro Kaku",unknown,"['alice', 'develops', 'amnesia', 'stranger', 'member', 'ex', 'train', 'continues', 'girlfriend', 'triangle', 'awakes', 'learns', 'reacts', 'spring', 'winter']",2000s
Howl's Moving Castle,Japanese,"Miyazaki, HayaoHayao Miyazaki",unknown_cast,fantasy,"['sophie', 'castle', 'witch', 'war', 'king', 'waste', 'demon', 'curse', 'prince', 'kingdom', 'heart', 'meets', 'decides', 'enemy', 'flying']",2000s
Infection,Japanese,"Ochiai, MasayukiMasayuki Ochiai","Kōichi Satō, Michiko Hada, Yōko Maki",horror,"['goo', 'green', 'nurse', 'patient', 'burn', 'room', 'infection', 'locker', 'blood', 'covered', 'nurses', 'dr', 'infected', 'events', 'admit']",2000s
Inuyasha the Movie: Fire on the Mystic Island,Japanese,"Shinohara, ToshiyaToshiya Shinohara",unknown_cast,unknown,"['island', 'gods', 'ai', 'children', 'heroes', 'scar', 'rest', 'god', 'create', 'defeat', 'dai', 'orb', 'learn', 'war', 'shrine']",2000s
Kamikaze Girls,Japanese,"Nakashima, TetsuyaTetsuya Nakashima","Kyoko Fukada, Anna Tsuchiya",comedy,"['ichigo', 'gang', 'clothes', 'biker', 'bright', 'work', 'stars', 'members', 'challenge', 'baby', 'believes', 'town', 'scaring', 'cameraman', 'stuff']",2000s
Mind Game,Japanese,"Yuasa, MasaakiMasaaki Yuasa",unknown_cast,fantasy,"['nishi', 'yakuza', 'whale', 'yan', 'senior', 'practices', 'flashbacks', 'seduced', 'inside', 'soccer', 'portal', 'car', 'father', 'old', 'bridge']",2000s
Marebito,Japanese,"Shimizu, TakashiTakashi Shimizu","Shinya Tsukamoto, Tomomi Miyashita, Kazuhiro Nakahara",horror,"['apartment', 'camera', 'phone', 'yellow', 'feed', 'fear', 'stranger', 'girl', 'speaking', 'woman', 'sees', 'cuts', 'appears', 'searching', 'filmed']",2000s
Naruto the Movie: Ninja Clash in the Land of Snow,Japanese,"Okamura, TensaiTensai Okamura",unknown_cast,unknown,"['koyuki', 'naruto', 'princess', 'sakura', 'land', 'rightful', 'henchmen', 'crystal', 'captured', 'treasure', 'transform', 'necklace', 'snow', 'team', 'island']",2000s
"Nin x Nin: Ninja Hattori-kun, the Movie",Japanese,"Suzuki, MasayukiMasayuki Suzuki","Kazuyuki Asano, Mikihisa Azuma, Yuri Chinen",unknown,"['ninja', 'master', 'mission', 'ninjas', 'strongest', 'serve', 'tokyo', 'serial', 'chooses', 'kidnaps', 'commits', 'defeat', 'murders', 'teacher', 'class']",2000s
Nobody Knows,Japanese,"Koreeda, HirokazuHirokazu Koreeda",Yuya Yagira,drama,"['akira', 'yuki', 'saki', 'money', 'mini', 'tokyo', 'children', 'siblings', 'mother', 'soon', 'boys', 'fathers', 'suitcase', 'play', 'frequently']",2000s
One Piece the Movie: Curse of the Sacred Sword,Japanese,unknown_director,unknown_cast,unknown,"['saga', 'luffy', 'sword', 'hats', 'straw', 'maya', 'power', 'cursed', 'ritual', 'defeats', 'seven', 'evil', 'star', 'encounter', 'fights']",2000s
Pokémon: Destiny Deoxys,Japanese,"Yuyama, KunihikoKunihiko Yuyama",unknown_cast,unknown,"['ash', 'green', 'crystal', 'pokémon', 'robots', 'purple', 'pikachu', 'battle', 'city', 'light', 'friends', 'robot', 'region', 'lab', 'sky']",2000s
Premonition,Japanese,"Norio, TsurutaTsuruta Norio","Hiroshi Mikami, Noriko Sakai, Hana Inoue",horror,"['newspaper', 'nana', 'terror', 'car', 'scrap', 'accident', 'sees', 'dated', 'accidents', 'newspapers', 'showing', 'save', 'video', 'ashes', 'effect']",2000s
Steamboy,Japanese,"Otomo, KatsuhiroKatsuhiro Otomo",unknown_cast,science fiction,"['steam', 'ray', 'castle', 'lloyd', 'scarlett', 'eddie', 'ball', 'foundation', 'alfred', 'exhibition', 'powered', 'edward', 'structure', 'intentions', 'engineers']",2000s
Swing Girls,Japanese,"Yaguchi, ShinobuShinobu Yaguchi","Juri Ueno, Yuta Hiraoka, Shihori Kanjiya",comedy,"['band', 'girls', 'perform', 'instruments', 'festival', 'audition', 'mr', 'math', 'jazz', 'baseball', 'reward', 'train', 'snow', 'money', 'lunch']",2000s
Tony Takitani,Japanese,"Ichikawa, JunJun Ichikawa","Issey Ogata, Rie Miyazawa, Takahumi Shinohara",drama,"['tony', 'clothes', 'records', 'jazz', 'shopping', 'executed', 'lights', 'sells', 'japan', 'china', 'scene', 'room', 'cell', 'think', 'assistant']",2000s
Ultraman: The Next,Japanese,Kazuya Konaka,unknown_cast,unknown,"['maki', 'light', 'strange', 'red', 'images', 'pilot', 'japan', 'air', 'time', 'force', 'eagle', 'kindly', 'quitting', 'lifelong', 'neglected']",2000s
Vital,Japanese,"Tsukamoto, ShinyaShinya Tsukamoto","Tadanobu Asano, Nami Tsukamoto",drama,"['hiroshi', 'memory', 'medical', 'girlfriend', 'nami', 'kiki', 'accident', 'devotion', 'renewed', 'studied', 'recall', 'body', 'consumed', 'infatuated', 'interests']",2000s
Yu-Gi-Oh! The Movie: Pyramid of Light,Japanese,"Tsuji, HatsukiHatsuki Tsuji",unknown_cast,unknown,"['yugi', 'pyramid', 'cards', 'duel', 'dragon', 'tristan', 'joey', 'tomb', 'light', 'god', 'destroy', 'blue', 'eyes', 'puzzle', 'solomon']",2000s
Zebraman,Japanese,"Miike, TakashiTakashi Miike","Atsuro Watabe, Teruyoshi Uchimura, Yui Ichikawa",comedy,"['shinichi', 'aliens', 'alien', 'invasion', 'school', 'actual', 'defeats', 'strange', 'series', 'result', 'rash', 'canceled', '2010', 'occurring', 'defies']",2000s
Always Sanchōme no Yūhi,Japanese,Takashi Yamazaki,"Maki Horikita
Hidetaka Yoshioka",unknown,"['suzuki', 'auto', 'tokyo', 'koyuki', 'bar', 'maki', 'shinichi', 'manga', 'haunts', 'newcomer', 'dramatically', 'hack', 'toys', 'workplace', 'completion']",2005s
Azumi 2: Death or Love,Japanese,Shusuke Kaneko,"Aya Ueto, Yuma Ishigaki, Chiaki Kuriyama, Shun Oguri","action, samurai film","['azumi', 'ninja', 'duel', 'mission', 'clan', 'ninjas', 'wires', 'master', 'bandits', 'killed', 'poison', 'squad', 'kill', 'weapon', 'band']",2005s
Bashing,Japanese,Masahiro Kobayashi,unknown_cast,unknown,"['japanese', 'political', '2004', 'making', 'iraq', 'hostages', 'activist', 'april', 'weak', 'affairs', 'committing', 'terrorists', 'muslim', 'east', 'japan']",2005s
Detective Conan: Strategy Above the Depths,Japanese,unknown_director,unknown_cast,anime,"['cruise', 'conan', 'ran', 'ship', 'detective', 'kogoro', 'medal', 'bombs', 'group', 'ceo', 'murderer', 'gold', 'built', 'sea', 'captain']",2005s
Fullmetal Alchemist the Movie: Conqueror of Shamballa,Japanese,unknown_director,unknown_cast,anime,"['edward', 'alphonse', 'gate', 'world', 'noah', 'armored', 'wrath', 'society', 'portal', 'soldiers', 'soul', 'mustang', 'lang', 'hitler', 'use']",2005s
Kamen Rider Hibiki & The Seven Senki,Japanese,unknown_director,unknown_cast,unknown,"['hibiki', 'oni', 'group', 'villagers', 'takeshi', 'brother', 'sacrifice', 'battle', 'way', 'fight', 'attack', 'cave', 'weapon', 'buddhist', 'humans']",2005s
Kamen Rider the First,Japanese,unknown_director,unknown_cast,unknown,"['shocker', 'asuka', 'spider', 'soldiers', 'riders', 'base', 'cyborg', 'defeat', 'traitor', 'bat', 'fiancé', 'agents', 'soldier', 'prior', 'island']",2005s
Konjiki no Gash Bell!!: Attack of the Mechavulcan,Japanese,unknown_director,unknown_cast,unknown,"['kiyomaro', 'gash', 'dr', 'reactor', 'giant', 'castle', '18', 'death', 'demon', 'naomi', 'friends', 'cloud', 'sky', 'hole', 'prototype']",2005s
Linda Linda Linda,Japanese,Nobuhiro Yamashita,"Bae Doona, Aki Maeda, Yu Kashii, Shiori Sekine",unknown,"['kyoko', 'kei', 'band', 'school', 'girls', 'performance', 'perform', 'practicing', 'linda', 'son', 'practices', 'guitar', 'practice', 'studio', 'festival']",2005s
Lorelei: The Witch of the Pacific Ocean,Japanese,Shinji Higuchi,unknown_cast,unknown,"['ships', 'navy', 'kashi', 'mission', 'shinichi', 'grim', 'bombings', 'corps', 'ignorant', 'protector', 'suicide', 'technician', 'redeem', 'equipped', 'islands']",2005s
Nana,Japanese,Kentarō Ōtani,"Aoi Miyazaki
Mika Nakashima",unknown,"['nana', 'ren', 'tokyo', 'blast', 'romance', 'band', 'seeks', 'age', 'career', 'chance', 'boyfriend', 'punk', 'stones', 'ideals', 'areas']",2005s
Naruto the Movie 2: Great Clash! The Illusionary Ruins at the Depths of the Earth,Japanese,unknown_director,unknown_cast,anime,"['naruto', 'sakura', 'caravan', 'cathedral', 'stone', 'armored', 'warriors', 'ninjas', 'sacrificing', 'sand', 'beach', 'moving', 'defeat', 'destroy', 'mysterious']",2005s
Negadon: The Monster from Mars,Japanese,unknown_director,unknown_cast,unknown,"['rock', 'creature', 'earth', 'destroy', 'incident', 'crater', 'formation', 'prototype', 'missiles', 'mars', 'tanks', 'accomplished', 'stated', 'spaceship', 'attack']",2005s
Noriko's Dinner Table,Japanese,unknown_director,unknown_cast,unknown,"['yuka', 'mitsuko', 'tokyo', 'organisation', 'roles', 'suicide', 'daughters', 'website', 'club', 'session', 'family', 'clues', 'station', 'japan', 'contacts']",2005s
Otokotachi no Yamato,Japanese,unknown_director,unknown_cast,unknown,"['yamato', 'admiral', 'battle', 'crew', 'ship', 'sinking', 'nishi', 'died', 'japan', 'boat', 'dagger', '1944', 'air', 'escorts', 'vessel']",2005s
Pacchigi!,Japanese,Kazuyuki Izutsu,"Erika Sawajiri, Shun Shioya",unknown,"['korean', 'song', 'playing', 'kyoko', 'shun', 'romeo', 'bud', 'folk', 'tune', 'soccer', 'sport', 'haunting', 'restoring', 'smitten', 'outraged']",2005s
Poketto Monsutā Adobansu Jenerēshon Myū and the Wave Guiding Hero Rukario,Japanese,unknown_director,unknown_cast,anime,"['ash', 'aaron', 'sir', 'tree', 'pokémon', 'pikachu', 'brock', 'max', 'palace', 'staff', 'crystal', 'flower', 'rocket', 'attacked', 'sealed']",2005s
The Princess in the Birdcage Kingdom,Japanese,Itsuro Kawasaki,"Miyu Irino, Yui Makino, Tetsu Inada, Daisuke Namikawa, Mika Kikuchi",anime,"['sakura', 'king', 'bird', 'birds', 'country', 'fai', 'ring', 'citizens', 'darkness', 'castle', 'princess', 'commander', 'key', 'confronted', 'group']",2005s
Princess Raccoon,Japanese,Seijun Suzuki,"Zhang Ziyi
Joe Odagiri",musical fantasy,"['princess', 'mountain', 'romance', 'raccoon', 'yuki', 'son', 'doomed', 'sacred', 'hunters', 'love', 'zhang', 'confirm', 'occasion', 'grace', 'sleeps']",2005s
Rinne,Japanese,unknown_director,unknown_cast,unknown,"['nagisa', 'professor', 'yuka', 'reincarnation', 'children', 'doll', 'ghosts', 'hotel', 'film', 'slain', 'hallucination', 'reflection', 'director', 'wife', 'agent']",2005s
Shinobi: Heart Under Blade,Japanese,unknown_director,unknown_cast,unknown,"['kouga', 'villages', 'armies', 'ninja', 'eyes', 'fight', 'founder', 'withdraws', 'reign', 'technique', 'generations', 'lit', 'ruler', 'mercenary', 'feud']",2005s
Strange Circus,Japanese,unknown_director,unknown_cast,unknown,"['rapes', 'reality', 'sayuri', 'mitsuko', 'erotic', 'novelist', 'nightmares', 'uncover', 'assisted', 'wheelchair', 'beneath', 'novel', 'grand', 'principal', 'bound']",2005s
A Stranger of Mine,Japanese,unknown_director,unknown_cast,unknown,"['takeshi', 'view', 'yuka', 'maki', 'point', 'friday', 'yakuza', 'arrow', 'presented', 'tough', 'straight', 'disappointed', 'businessman', 'evening', 'detective']",2005s
Summer Time Machine Blues,Japanese,unknown_director,unknown_cast,unknown,"['remote', 'machine', 'haruka', 'club', 'past', 'ito', 'present', '99', 'boys', 'members', 'time', 'takuma', 'future', 'origins', 'locker']",2005s
Tetsujin 28: The Movie,Japanese,Shin Togashi,unknown_cast,unknown,"['28', 'robot', 'war', 'phase', 'developer', 'pacific', 'gigantic', 'imperial', 'allies', 'developing', 'japan', 'construction', 'japanese', 'weapon', 'passed']",2005s
The Prince of Tennis - The Two Samurai: The First Game,Japanese,unknown_director,unknown_cast,unknown,"['cruise', 'matches', 'tennis', 'team', 'match', 'ship', 'play', 'chef', 'eiji', 'ski', 'net', 'jet', 'remarks', 'aboard', 'ball']",2005s
Tomie: Beginning,Japanese,unknown_director,unknown_cast,unknown,"['tomie', 'rio', 'madness', 'solitary', 'lesbian', 'displays', 'raising', 'typical', 'occurred', 'transfer', 'deals', 'chain', 'films', 'isn', 'matter']",2005s
Tomie: Revenge,Japanese,unknown_director,unknown_cast,unknown,"['tomie', 'doctor', 'ban', 'madness', 'unidentified', 'mole', 'naked', 'girl', 'bodies', 'filled', 'revolves', 'eye', 'female', 'wounded', 'played']",2005s
xxxHolic: A Midsummer Night's Dream,Japanese,Tsutomu Mizushima,"Jun Fukuyama, Sayaka Ohara",anime,"['mansion', 'collector', 'unlock', 'auction', 'collection', 'key', 'room', 'captured', 'sakura', 'artifact', 'enable', 'masks', 'aren', 'smaller', 'chains']",2005s
Yaji and Kita: The Midnight Pilgrims,Japanese,unknown_director,unknown_cast,unknown,"['various', 'shrine', 'advertisement', 'encountering', 'obstacles', 'addicted', 'set', 'addiction', 'motorcycle', 'cure', 'grand', 'modern', 'deeply', 'receive', 'actor']",2005s
Tales from Earthsea,Japanese,Gorō Miyazaki,Junichi Okada,unknown,"['castle', 'hare', 'balance', 'sword', 'dragons', 'slave', 'magic', 'caravan', 'true', 'eternal', 'wizard', 'town', 'rescues', 'tower', 'frees']",2005s
Limit of Love: Umizaru,Japanese,Eiichirō Hasumi,Hideaki Itō,unknown,"['command', 'ship', 'crisis', 'rescue', 'swim', 'ferry', 'deck', 'route', 'radio', 'escape', 'passengers', 'dress', 'victims', 'efforts', 'decision']",2005s
The Uchōten Hotel,Japanese,Kōki Mitani,Kōji Yakusho,unknown,"['different', 'resolved', 'interact', 'midnight', 'situations', 'involves', 'include', 'numerous', 'characters', 'ways', 'problems', 'various', 'plot', 'face', 'run']",2005s
Death Note 2: The Last Name,Japanese,Shusuke Kaneko,Tatsuya Fujiwara,unknown,"['misa', 'light', 'kira', 'note', 'death', 'police', 'kill', 'thirteen', 'messages', 'sake', 'rule', 'father', 'notes', 'proceeds', 'days']",2005s
BLEACH the Movie: Memories of Nobody,Japanese,Noriyuki Abe,unknown_cast,supernatural/action/anime,"['ichigo', 'soul', 'valley', 'society', 'reaper', 'souls', 'spirits', 'ones', 'worlds', 'dark', 'mysterious', 'world', 'real', 'mission', 'collapse']",2005s
Boys Love,Japanese,Kotaro Terauchi,"Yoshikazu Kotani
Takumi Saito",unknown,"['editor', 'magazine', 'takumi', 'office', 'connect', 'rude', 'interviews', 'apology', 'dirty', 'article', 'invite', 'sexually', 'draws', 'truly', 'apologize']",2005s
Boukenger the Movie: The Greatest Precious,Japanese,unknown_director,unknown_cast,unknown,"['precious', 'negative', 'foundation', 'successor', 'operations', 'developed', 'collect', 'sure', 'dangerous', 'started', 'guard', 'wish', 'means', 'evil', 'powerful']",2005s
Death Note,Japanese,Shūsuke Kaneko,"Tatsuya Fujiwara
Kenichi Matsuyama
Nakamura Shidō
Erika Toda","detective fiction, drama","['kira', 'light', 'note', 'naomi', 'death', 'japanese', 'interpol', 'written', 'world', 'identity', 'region', 'force', 'person', 'criminals', 'task']",2005s
Death Note 2: The Last Name,Japanese,Shūsuke Kaneko,"Tatsuya Fujiwara
Kenichi Matsuyama
Nakamura Shidō
Erika Toda","detective fiction, drama","['misa', 'light', 'kira', 'note', 'death', 'police', 'kill', 'thirteen', 'messages', 'sake', 'rule', 'father', 'notes', 'proceeds', 'days']",2005s
Detective Conan: The Private Eyes' Requiem,Japanese,unknown_director,unknown_cast,unknown,"['conan', 'client', 'kogoro', 'kid', 'ride', 'detectives', 'robbery', 'collected', 'mystery', 'ran', 'detonate', 'snake', 'theme', 'hotel', 'confirms']",2005s
Gamera the Brave,Japanese,unknown_director,unknown_cast,kaiju,"['egg', 'turtle', 'larger', 'power', 'boy', 'red', 'government', 'battle', 'quickly', 'shipping', 'breathing', 'stones', '2006', 'consume', 'liquid']",2005s
The Girl Who Leapt Through Time,Japanese,Mamoru Hosoda,unknown_cast,anime,"['science', 'earthquake', 'ken', 'time', 'riddle', 'scent', 'enables', 'predicts', 'determination', 'relates', 'somebody', 'including', 'accidental', 'days', 'faints']",2005s
Letters from Iwo Jima,Japanese,unknown_director,unknown_cast,unknown,"['nishi', 'ito', 'marine', 'lieutenant', 'soldiers', 'marines', 'orders', 'letters', 'mount', 'pistol', 'colonel', 'american', 'japanese', 'garrison', 'island']",2005s
Kamen Rider Kabuto: GOD SPEED LOVE,Japanese,unknown_director,unknown_cast,unknown,"['meteor', 'rider', 'neo', 'kamen', 'hiyori', 'earth', 'space', 'ladder', 'jacob', 'shuttle', 'clock', 'caused', 'function', 'station', 'pod']",2005s
Kamome Shokudo,Japanese,unknown_director,unknown_cast,unknown,"['cafe', 'japanese', 'customers', 'woman', 'airline', 'anime', 'bookstore', 'café', 'handedly', 'resembles', 'establish', 'customer', 'starts', 'serving', 'regular']",2005s
Nana 2,Japanese,Kentarō Ōtani,"Yui Ichikawa
Mika Nakashima",unknown,"['nana', 'ren', 'tokyo', 'blast', 'romance', 'band', 'seeks', 'age', 'career', 'chance', 'boyfriend', 'punk', 'stones', 'ideals', 'areas']",2005s
Naruto the Movie 3: The Animal Riot of Crescent Moon Island,Japanese,unknown_director,unknown_cast,unknown,"['naruto', 'sakura', 'group', 'lee', 'island', 'circus', 'castle', 'moon', 'defeat', 'king', 'proclaimed', 'courtyard', 'arrive', 'assistants', 'betray']",2005s
Paprika,Japanese,Satoshi Kon,unknown_cast,science fiction anime,"['dream', 'chairman', 'mini', 'dreams', 'recurring', 'parade', 'form', 'doctor', 'reality', 'dreaming', 'website', 'therapy', 'shell', 'nightmare', 'session']",2005s
"Poketto Monsutā Adobansu Jenerēshon Pokémon Renjā and the Prince of the Sea, Manafi",Japanese,unknown_director,unknown_cast,unknown,"['phantom', 'ash', 'walker', 'marina', 'pokémon', 'pikachu', 'crown', 'group', 'submarine', 'water', 'ocean', 'flood', 'egg', 'chamber', 'brock']",2005s
The Prince of Tennis,Japanese,Yuichi Abe,"Kanata Hongo, Yuu Shirota, Hirofumi Araki, Hiroki Suzuki","school, sports","['tennis', 'match', 'tournament', 'opponent', 'plays', 'opponents', 'snake', 'team', 'year', 'eiji', 'players', 'momo', 'eclipse', 'shot', 'copies']",2005s
Rainbow Song,Japanese,Naoto Kumazawa,"Hayato Ichihara, Juri Ueno, Ami Suzuki, Yū Aoi, Kuranosuke Sasaki",unknown,"['goodbyes', 'sparks', 'shared', 'courage', 'studio', 'confess', 'record', 'television', 'university', 'film', 'store', 'shooting', 'club', 'hears', 'short']",2005s
Retribution,Japanese,Kiyoshi Kurosawa,"Koji Yakusho, Manami Konishi, Tsuyoshi Ihara",horror film,"['ghost', 'asylum', 'bowl', 'bones', 'woman', 'murder', 'red', 'drowned', 'ago', 'clues', 'dress', 'girlfriend', 'murdered', 'autopsy', 'fingerprints']",2005s
Rough,Japanese,Kentarō Ōtani,unknown_cast,"romantic comedy, school, sports","['grandfather', 'yamato', 'owl', 'manju', 'stores', 'competitive', 'family', 'ears', 'signature', 'adding', 'competing', 'rough', 'larger', 'rivalry', '100']",2005s
